Order_ID,Order_Datetime,Branch,Customer_ID,Item_Name,Order_Type,Quantity,Unit_Price,Total_Amount
ORD07683,2026-02-21 12:04:00,Chi nhánh Tân Bình,1479,Trà sữa trân châu,ShopeeFood,3,40000,120000
ORD03186,2026-02-21 12:05:00,Chi nhánh Gò Vấp,2302,Trà sữa trân châu,Mang đi,1,40000,40000
ORD07117,2026-02-21 12:10:00,Chi nhánh Quận 7,1137,Bánh mì chả lụa,Mang đi,1,20000,20000
ORD06462,2026-02-21 12:29:00,Chi nhánh Quận 7,1365,Bánh mì chả lụa,GrabFood,1,20000,20000
ORD05191,2026-02-21 12:39:00,Chi nhánh Quận 1,1391,Cà phê sữa đá,Mang đi,1,25000,25000
ORD03381,2026-02-21 12:57:00,Chi nhánh Quận 7,1964,Trà sữa trân châu,ShopeeFood,4,40000,160000
ORD05177,2026-02-21 13:17:00,Chi nhánh Tân Bình,1949,Trà sữa trân châu,Dùng tại quán,2,40000,80000
ORD04882,2026-02-21 13:20:00,Chi nhánh Quận 7,1409,Bạc xỉu,ShopeeFood,4,25000,100000
ORD02345,2026-02-21 13:39:00,Chi nhánh Quận 7,1589,Trà đào cam sả,Dùng tại quán,3,35000,105000
ORD01506,2026-02-21 14:16:00,Chi nhánh Gò Vấp,2698,Bánh mì chả lụa,Mang đi,4,20000,80000
ORD02911,2026-02-21 14:19:00,Chi nhánh Gò Vấp,2991,Cà phê sữa đá,ShopeeFood,4,25000,100000
ORD09749,2026-02-21 14:22:00,Chi nhánh Gò Vấp,1221,Bánh mì chả lụa,Mang đi,3,20000,60000
ORD06324,2026-02-21 14:23:00,Chi nhánh Quận 1,1575,Trà đào cam sả,ShopeeFood,2,35000,70000
ORD01037,2026-02-21 14:31:00,Chi nhánh Quận 7,1810,Nước ép dưa hấu,Mang đi,3,45000,135000
ORD01692,2026-02-21 14:43:00,Chi nhánh Tân Bình,2775,Bạc xỉu,Dùng tại quán,4,25000,100000
ORD09925,2026-02-21 15:21:00,Chi nhánh Quận 7,2988,Bánh mì chả lụa,Mang đi,2,20000,40000
ORD01406,2026-02-21 15:35:00,Chi nhánh Tân Bình,1913,Trà sữa trân châu,Dùng tại quán,4,40000,160000
ORD00071,2026-02-21 15:37:00,Chi nhánh Quận 1,2604,Nước ép dưa hấu,GrabFood,1,45000,45000
ORD09076,2026-02-21 16:03:00,Chi nhánh Gò Vấp,1166,Nước ép dưa hấu,GrabFood,2,45000,90000
ORD03671,2026-02-21 16:46:00,Chi nhánh Gò Vấp,1643,Trà sữa trân châu,ShopeeFood,1,40000,40000
ORD06591,2026-02-21 17:01:00,Chi nhánh Quận 7,2887,Nước ép dưa hấu,Dùng tại quán,2,45000,90000
ORD09497,2026-02-21 17:34:00,Chi nhánh Quận 1,2199,Bạc xỉu,GrabFood,3,25000,75000
ORD06657,2026-02-21 17:37:00,Chi nhánh Quận 1,1827,Bánh mì chả lụa,Dùng tại quán,4,20000,80000
ORD08326,2026-02-21 17:42:00,Chi nhánh Quận 7,1158,Trà đào cam sả,GrabFood,3,35000,105000
ORD09591,2026-02-21 17:42:00,Chi nhánh Quận 1,1275,Trà sữa trân châu,GrabFood,4,40000,160000
ORD08914,2026-02-21 18:44:00,Chi nhánh Gò Vấp,2153,Trà sữa trân châu,Dùng tại quán,1,40000,40000
ORD01888,2026-02-21 18:51:00,Chi nhánh Quận 7,2878,Trà sữa trân châu,ShopeeFood,1,40000,40000
ORD03571,2026-02-21 18:54:00,Chi nhánh Quận 7,1547,Nước ép dưa hấu,Dùng tại quán,3,45000,135000
ORD07995,2026-02-21 19:03:00,Chi nhánh Quận 7,2719,Trà đào cam sả,Dùng tại quán,3,35000,105000
ORD00723,2026-02-21 19:41:00,Chi nhánh Tân Bình,2120,Bạc xỉu,ShopeeFood,3,25000,75000
ORD02209,2026-02-21 20:16:00,Chi nhánh Gò Vấp,1416,Cà phê sữa đá,ShopeeFood,1,25000,25000
ORD01704,2026-02-21 20:36:00,Chi nhánh Quận 7,2020,Trà đào cam sả,Dùng tại quán,2,35000,70000
ORD00460,2026-02-21 21:27:00,Chi nhánh Gò Vấp,1641,Nước ép dưa hấu,ShopeeFood,3,45000,135000
ORD00591,2026-02-21 22:03:00,Chi nhánh Quận 7,1148,Nước ép dưa hấu,ShopeeFood,2,45000,90000
ORD05188,2026-02-21 22:05:00,Chi nhánh Gò Vấp,1169,Nước ép dưa hấu,Dùng tại quán,4,45000,180000
ORD04904,2026-02-21 22:17:00,Chi nhánh Quận 1,2688,Trà đào cam sả,GrabFood,2,35000,70000
ORD08770,2026-02-21 22:27:00,Chi nhánh Tân Bình,2409,Trà đào cam sả,ShopeeFood,4,35000,140000
ORD03410,2026-02-21 22:42:00,Chi nhánh Quận 1,1774,Bạc xỉu,ShopeeFood,1,25000,25000
ORD04171,2026-02-22 07:18:00,Chi nhánh Quận 7,1421,Trà sữa trân châu,GrabFood,3,40000,120000
ORD05473,2026-02-22 07:43:00,Chi nhánh Gò Vấp,1472,Bạc xỉu,Mang đi,2,25000,50000
ORD06875,2026-02-22 08:05:00,Chi nhánh Quận 1,2322,Bạc xỉu,ShopeeFood,4,25000,100000
ORD07602,2026-02-22 09:04:00,Chi nhánh Quận 1,1797,Nước ép dưa hấu,ShopeeFood,1,45000,45000
ORD09849,2026-02-22 09:05:00,Chi nhánh Quận 1,2324,Trà sữa trân châu,Dùng tại quán,1,40000,40000
ORD02438,2026-02-22 09:36:00,Chi nhánh Tân Bình,1407,Bạc xỉu,Dùng tại quán,3,25000,75000
ORD03227,2026-02-22 09:57:00,Chi nhánh Tân Bình,2201,Bánh mì chả lụa,Dùng tại quán,2,20000,40000
ORD04064,2026-02-22 10:22:00,Chi nhánh Quận 1,1339,Bánh mì chả lụa,Mang đi,2,20000,40000
ORD07852,2026-02-22 11:24:00,Chi nhánh Tân Bình,2684,Cà phê sữa đá,Dùng tại quán,4,25000,100000
ORD07907,2026-02-22 11:31:00,Chi nhánh Quận 7,2055,Bạc xỉu,Dùng tại quán,3,25000,75000
ORD06571,2026-02-22 11:37:00,Chi nhánh Quận 7,2946,Bạc xỉu,Dùng tại quán,4,25000,100000
ORD00539,2026-02-22 11:47:00,Chi nhánh Quận 1,2476,Trà đào cam sả,GrabFood,3,35000,105000
ORD08037,2026-02-22 12:03:00,Chi nhánh Quận 1,1536,Trà sữa trân châu,GrabFood,1,40000,40000
ORD07281,2026-02-22 13:03:00,Chi nhánh Gò Vấp,1137,Cà phê sữa đá,ShopeeFood,3,25000,75000
ORD01118,2026-02-22 13:08:00,Chi nhánh Quận 7,2117,Trà sữa trân châu,GrabFood,1,40000,40000
ORD07637,2026-02-22 13:28:00,Chi nhánh Quận 1,1921,Cà phê sữa đá,Mang đi,2,25000,50000
ORD06762,2026-02-22 13:37:00,Chi nhánh Quận 1,1131,Cà phê sữa đá,Dùng tại quán,1,25000,25000
ORD06074,2026-02-22 13:39:00,Chi nhánh Gò Vấp,2052,Trà đào cam sả,Dùng tại quán,2,35000,70000
ORD03642,2026-02-22 13:51:00,Chi nhánh Quận 1,1732,Nước ép dưa hấu,Mang đi,1,45000,45000
ORD05996,2026-02-22 14:27:00,Chi nhánh Quận 7,1094,Nước ép dưa hấu,Mang đi,3,45000,135000
ORD01001,2026-02-22 15:41:00,Chi nhánh Tân Bình,2354,Nước ép dưa hấu,ShopeeFood,1,45000,45000
ORD08280,2026-02-22 15:48:00,Chi nhánh Tân Bình,2380,Cà phê sữa đá,Mang đi,1,25000,25000
ORD07552,2026-02-22 16:02:00,Chi nhánh Tân Bình,1021,Nước ép dưa hấu,Dùng tại quán,2,45000,90000
ORD06076,2026-02-22 16:04:00,Chi nhánh Tân Bình,1276,Trà sữa trân châu,Dùng tại quán,1,40000,40000
ORD06092,2026-02-22 16:19:00,Chi nhánh Quận 7,1701,Trà sữa trân châu,GrabFood,3,40000,120000
ORD09931,2026-02-22 16:34:00,Chi nhánh Quận 1,2902,Trà đào cam sả,Mang đi,3,35000,105000
ORD04616,2026-02-22 16:51:00,Chi nhánh Quận 1,1668,Cà phê sữa đá,ShopeeFood,4,25000,100000
ORD05762,2026-02-22 16:56:00,Chi nhánh Gò Vấp,2238,Bạc xỉu,Dùng tại quán,3,25000,75000
ORD06839,2026-02-22 17:29:00,Chi nhánh Quận 1,1859,Trà đào cam sả,GrabFood,2,35000,70000
ORD02548,2026-02-22 17:51:00,Chi nhánh Tân Bình,2041,Trà sữa trân châu,Mang đi,1,40000,40000
ORD04347,2026-02-22 18:06:00,Chi nhánh Tân Bình,1321,Cà phê sữa đá,Mang đi,4,25000,100000
ORD09812,2026-02-22 18:10:00,Chi nhánh Tân Bình,2988,Nước ép dưa hấu,ShopeeFood,4,45000,180000
ORD06209,2026-02-22 18:39:00,Chi nhánh Quận 1,1340,Bánh mì chả lụa,Dùng tại quán,2,20000,40000
ORD04275,2026-02-22 18:50:00,Chi nhánh Quận 7,2343,Bánh mì chả lụa,Mang đi,2,20000,40000
ORD03055,2026-02-22 18:54:00,Chi nhánh Quận 1,2176,Cà phê sữa đá,ShopeeFood,3,25000,75000
ORD00461,2026-02-22 18:55:00,Chi nhánh Gò Vấp,1284,Cà phê sữa đá,Dùng tại quán,4,25000,100000
ORD08825,2026-02-22 18:55:00,Chi nhánh Gò Vấp,2243,Trà đào cam sả,Dùng tại quán,3,35000,105000
ORD07851,2026-02-22 19:09:00,Chi nhánh Tân Bình,1057,Trà đào cam sả,GrabFood,4,35000,140000
ORD01644,2026-02-22 19:15:00,Chi nhánh Quận 1,1899,Nước ép dưa hấu,Mang đi,2,45000,90000
ORD09593,2026-02-22 19:20:00,Chi nhánh Quận 1,2533,Bạc xỉu,Dùng tại quán,3,25000,75000
ORD04162,2026-02-22 19:27:00,Chi nhánh Quận 7,1362,Trà sữa trân châu,Mang đi,4,40000,160000
ORD00734,2026-02-22 19:51:00,Chi nhánh Gò Vấp,2486,Bạc xỉu,Mang đi,4,25000,100000
ORD02069,2026-02-22 20:13:00,Chi nhánh Tân Bình,2501,Trà đào cam sả,Dùng tại quán,3,35000,105000
ORD05951,2026-02-22 20:19:00,Chi nhánh Gò Vấp,1206,Trà đào cam sả,Dùng tại quán,1,35000,35000
ORD06636,2026-02-22 20:31:00,Chi nhánh Quận 7,2525,Nước ép dưa hấu,ShopeeFood,3,45000,135000
ORD03058,2026-02-22 21:23:00,Chi nhánh Gò Vấp,1653,Trà đào cam sả,GrabFood,1,35000,35000
ORD05574,2026-02-22 21:48:00,Chi nhánh Quận 7,2657,Cà phê sữa đá,Mang đi,4,25000,100000
ORD07296,2026-02-22 22:08:00,Chi nhánh Gò Vấp,2630,Trà sữa trân châu,Dùng tại quán,4,40000,160000
ORD05625,2026-02-23 07:07:00,Chi nhánh Quận 7,2301,Nước ép dưa hấu,Dùng tại quán,1,45000,45000
ORD03956,2026-02-23 07:16:00,Chi nhánh Gò Vấp,2641,Cà phê sữa đá,ShopeeFood,3,25000,75000
ORD04532,2026-02-23 07:42:00,Chi nhánh Tân Bình,1440,Cà phê sữa đá,GrabFood,1,25000,25000
ORD07745,2026-02-23 07:46:00,Chi nhánh Tân Bình,1621,Cà phê sữa đá,ShopeeFood,2,25000,50000
ORD00835,2026-02-23 07:48:00,Chi nhánh Quận 1,1074,Nước ép dưa hấu,Mang đi,3,45000,135000
ORD06066,2026-02-23 07:49:00,Chi nhánh Quận 1,1230,Bánh mì chả lụa,Mang đi,2,20000,40000
ORD06905,2026-02-23 08:02:00,Chi nhánh Quận 1,2714,Trà đào cam sả,ShopeeFood,4,35000,140000
ORD03861,2026-02-23 08:04:00,Chi nhánh Quận 1,1816,Nước ép dưa hấu,GrabFood,4,45000,180000
ORD00766,2026-02-23 08:25:00,Chi nhánh Gò Vấp,1630,Trà đào cam sả,ShopeeFood,4,35000,140000
ORD05720,2026-02-23 08:27:00,Chi nhánh Quận 1,1563,Trà sữa trân châu,Dùng tại quán,3,40000,120000
ORD06484,2026-02-23 09:27:00,Chi nhánh Gò Vấp,1646,Nước ép dưa hấu,GrabFood,4,45000,180000
ORD06533,2026-02-23 09:58:00,Chi nhánh Quận 1,2474,Bánh mì chả lụa,GrabFood,3,20000,60000
ORD05743,2026-02-23 10:37:00,Chi nhánh Quận 1,2101,Nước ép dưa hấu,Dùng tại quán,2,45000,90000
ORD06427,2026-02-23 11:08:00,Chi nhánh Gò Vấp,1703,Trà đào cam sả,Dùng tại quán,1,35000,35000
ORD01429,2026-02-23 11:19:00,Chi nhánh Quận 1,2460,Trà đào cam sả,Mang đi,1,35000,35000
ORD09843,2026-02-23 11:47:00,Chi nhánh Quận 7,1266,Cà phê sữa đá,ShopeeFood,4,25000,100000
ORD03774,2026-02-23 11:52:00,Chi nhánh Quận 7,2754,Nước ép dưa hấu,Mang đi,4,45000,180000
ORD02699,2026-02-23 12:16:00,Chi nhánh Quận 7,2393,Cà phê sữa đá,Mang đi,3,25000,75000
ORD04816,2026-02-23 12:57:00,Chi nhánh Quận 1,1043,Nước ép dưa hấu,GrabFood,3,45000,135000
ORD03721,2026-02-23 12:57:00,Chi nhánh Quận 1,1236,Nước ép dưa hấu,ShopeeFood,3,45000,135000
ORD00924,2026-02-23 12:57:00,Chi nhánh Quận 1,2302,Cà phê sữa đá,GrabFood,4,25000,100000
ORD01472,2026-02-23 13:12:00,Chi nhánh Gò Vấp,1958,Bánh mì chả lụa,ShopeeFood,1,20000,20000
ORD03306,2026-02-23 13:19:00,Chi nhánh Gò Vấp,1652,Nước ép dưa hấu,GrabFood,4,45000,180000
ORD08936,2026-02-23 13:23:00,Chi nhánh Gò Vấp,2981,Bạc xỉu,ShopeeFood,4,25000,100000
ORD01224,2026-02-23 13:35:00,Chi nhánh Quận 7,2354,Bánh mì chả lụa,Dùng tại quán,4,20000,80000
ORD09447,2026-02-23 13:39:00,Chi nhánh Quận 1,2754,Bánh mì chả lụa,GrabFood,2,20000,40000
ORD01480,2026-02-23 13:59:00,Chi nhánh Gò Vấp,2308,Cà phê sữa đá,ShopeeFood,2,25000,50000
ORD09775,2026-02-23 14:05:00,Chi nhánh Tân Bình,2624,Bánh mì chả lụa,GrabFood,3,20000,60000
ORD01721,2026-02-23 14:56:00,Chi nhánh Quận 7,2194,Nước ép dưa hấu,Dùng tại quán,4,45000,180000
ORD01349,2026-02-23 15:00:00,Chi nhánh Tân Bình,1352,Bạc xỉu,Dùng tại quán,1,25000,25000
ORD09879,2026-02-23 15:12:00,Chi nhánh Tân Bình,1531,Cà phê sữa đá,Mang đi,2,25000,50000
ORD01279,2026-02-23 15:14:00,Chi nhánh Quận 1,1664,Bánh mì chả lụa,Mang đi,2,20000,40000
ORD07029,2026-02-23 15:33:00,Chi nhánh Tân Bình,2851,Nước ép dưa hấu,Dùng tại quán,3,45000,135000
ORD05061,2026-02-23 15:57:00,Chi nhánh Quận 7,1198,Bánh mì chả lụa,Mang đi,2,20000,40000
ORD07491,2026-02-23 16:30:00,Chi nhánh Tân Bình,1339,Bánh mì chả lụa,Dùng tại quán,4,20000,80000
ORD04744,2026-02-23 17:07:00,Chi nhánh Quận 7,1270,Bạc xỉu,ShopeeFood,2,25000,50000
ORD07837,2026-02-23 17:38:00,Chi nhánh Quận 1,1604,Trà đào cam sả,Mang đi,2,35000,70000
ORD05858,2026-02-23 18:02:00,Chi nhánh Tân Bình,2903,Bạc xỉu,Dùng tại quán,2,25000,50000
ORD04458,2026-02-23 18:04:00,Chi nhánh Tân Bình,1137,Cà phê sữa đá,GrabFood,2,25000,50000
ORD00864,2026-02-23 18:08:00,Chi nhánh Quận 1,1580,Trà sữa trân châu,ShopeeFood,4,40000,160000
ORD01530,2026-02-23 18:47:00,Chi nhánh Gò Vấp,2500,Bạc xỉu,GrabFood,1,25000,25000
ORD03744,2026-02-23 19:00:00,Chi nhánh Tân Bình,2851,Trà đào cam sả,GrabFood,2,35000,70000
ORD02887,2026-02-23 19:21:00,Chi nhánh Tân Bình,1286,Trà sữa trân châu,Dùng tại quán,3,40000,120000
ORD00589,2026-02-23 19:31:00,Chi nhánh Tân Bình,2041,Trà sữa trân châu,Dùng tại quán,2,40000,80000
ORD08023,2026-02-23 19:41:00,Chi nhánh Quận 1,2970,Cà phê sữa đá,Dùng tại quán,4,25000,100000
ORD04483,2026-02-23 20:47:00,Chi nhánh Tân Bình,2144,Trà đào cam sả,GrabFood,4,35000,140000
ORD07165,2026-02-23 21:17:00,Chi nhánh Quận 1,2319,Trà đào cam sả,Dùng tại quán,4,35000,140000
ORD08173,2026-02-23 21:20:00,Chi nhánh Gò Vấp,1486,Nước ép dưa hấu,Dùng tại quán,1,45000,45000
ORD02169,2026-02-23 21:23:00,Chi nhánh Quận 1,2570,Trà sữa trân châu,ShopeeFood,2,40000,80000
ORD05707,2026-02-23 21:30:00,Chi nhánh Tân Bình,2425,Bạc xỉu,GrabFood,3,25000,75000
ORD06600,2026-02-23 21:38:00,Chi nhánh Tân Bình,2153,Bạc xỉu,GrabFood,3,25000,75000
ORD09269,2026-02-23 21:38:00,Chi nhánh Quận 1,1578,Trà đào cam sả,GrabFood,4,35000,140000
ORD03247,2026-02-23 21:42:00,Chi nhánh Gò Vấp,1792,Trà đào cam sả,Dùng tại quán,2,35000,70000
ORD06252,2026-02-23 22:04:00,Chi nhánh Quận 7,2494,Trà sữa trân châu,Dùng tại quán,1,40000,40000
ORD04425,2026-02-23 22:10:00,Chi nhánh Gò Vấp,1822,Bánh mì chả lụa,Dùng tại quán,3,20000,60000
ORD00988,2026-02-23 22:24:00,Chi nhánh Quận 7,1764,Bạc xỉu,ShopeeFood,4,25000,100000
ORD00603,2026-02-23 22:58:00,Chi nhánh Quận 1,1265,Bánh mì chả lụa,GrabFood,1,20000,20000
ORD09088,2026-02-24 07:25:00,Chi nhánh Quận 7,1194,Nước ép dưa hấu,GrabFood,4,45000,180000
ORD09502,2026-02-24 07:32:00,Chi nhánh Tân Bình,2602,Bạc xỉu,Dùng tại quán,2,25000,50000
ORD00806,2026-02-24 07:34:00,Chi nhánh Gò Vấp,2922,Trà sữa trân châu,Dùng tại quán,2,40000,80000
ORD03211,2026-02-24 07:38:00,Chi nhánh Quận 7,1807,Bạc xỉu,Dùng tại quán,3,25000,75000
ORD06437,2026-02-24 08:03:00,Chi nhánh Quận 1,1067,Trà đào cam sả,Mang đi,2,35000,70000
ORD09084,2026-02-24 09:04:00,Chi nhánh Tân Bình,1178,Trà đào cam sả,Mang đi,1,35000,35000
ORD03435,2026-02-24 09:21:00,Chi nhánh Gò Vấp,2879,Bánh mì chả lụa,GrabFood,3,20000,60000
ORD05733,2026-02-24 09:55:00,Chi nhánh Tân Bình,1351,Trà đào cam sả,GrabFood,2,35000,70000
ORD09608,2026-02-24 10:07:00,Chi nhánh Gò Vấp,2478,Cà phê sữa đá,GrabFood,4,25000,100000
ORD04071,2026-02-24 10:17:00,Chi nhánh Quận 1,1646,Trà đào cam sả,ShopeeFood,3,35000,105000
ORD09536,2026-02-24 10:56:00,Chi nhánh Gò Vấp,2734,Cà phê sữa đá,Mang đi,3,25000,75000
ORD00609,2026-02-24 11:09:00,Chi nhánh Quận 1,1701,Bánh mì chả lụa,ShopeeFood,3,20000,60000
ORD00176,2026-02-24 11:30:00,Chi nhánh Quận 1,2545,Trà đào cam sả,ShopeeFood,1,35000,35000
ORD07297,2026-02-24 11:50:00,Chi nhánh Gò Vấp,2813,Bạc xỉu,Mang đi,3,25000,75000
ORD01040,2026-02-24 13:10:00,Chi nhánh Gò Vấp,1369,Bánh mì chả lụa,GrabFood,3,20000,60000
ORD05653,2026-02-24 13:59:00,Chi nhánh Tân Bình,1452,Bánh mì chả lụa,Dùng tại quán,2,20000,40000
ORD04080,2026-02-24 14:14:00,Chi nhánh Quận 1,2016,Nước ép dưa hấu,Dùng tại quán,4,45000,180000
ORD06795,2026-02-24 14:30:00,Chi nhánh Gò Vấp,1729,Trà sữa trân châu,Mang đi,1,40000,40000
ORD08385,2026-02-24 15:08:00,Chi nhánh Gò Vấp,2162,Bánh mì chả lụa,Dùng tại quán,2,20000,40000
ORD00118,2026-02-24 15:15:00,Chi nhánh Tân Bình,1172,Bánh mì chả lụa,Mang đi,1,20000,20000
ORD08575,2026-02-24 15:22:00,Chi nhánh Tân Bình,2012,Trà đào cam sả,Dùng tại quán,1,35000,35000
ORD05977,2026-02-24 15:35:00,Chi nhánh Tân Bình,2215,Trà đào cam sả,Mang đi,4,35000,140000
ORD01627,2026-02-24 15:38:00,Chi nhánh Gò Vấp,2063,Bạc xỉu,Mang đi,2,25000,50000
ORD06798,2026-02-24 15:47:00,Chi nhánh Tân Bình,2661,Bánh mì chả lụa,GrabFood,4,20000,80000
ORD06843,2026-02-24 15:52:00,Chi nhánh Tân Bình,2325,Trà đào cam sả,Dùng tại quán,4,35000,140000
ORD06117,2026-02-24 16:03:00,Chi nhánh Tân Bình,1281,Trà sữa trân châu,ShopeeFood,2,40000,80000
ORD02293,2026-02-24 16:09:00,Chi nhánh Gò Vấp,1930,Bạc xỉu,ShopeeFood,3,25000,75000
ORD07947,2026-02-24 16:37:00,Chi nhánh Quận 1,1553,Bánh mì chả lụa,Mang đi,1,20000,20000
ORD03801,2026-02-24 16:42:00,Chi nhánh Gò Vấp,2222,Trà sữa trân châu,Mang đi,1,40000,40000
ORD07573,2026-02-24 16:54:00,Chi nhánh Quận 7,1175,Trà đào cam sả,Mang đi,4,35000,140000
ORD01724,2026-02-24 17:36:00,Chi nhánh Quận 1,1861,Trà đào cam sả,Mang đi,3,35000,105000
ORD03822,2026-02-24 17:39:00,Chi nhánh Gò Vấp,2060,Bạc xỉu,GrabFood,4,25000,100000
ORD03268,2026-02-24 17:50:00,Chi nhánh Quận 7,1850,Cà phê sữa đá,Mang đi,4,25000,100000
ORD03795,2026-02-24 18:31:00,Chi nhánh Tân Bình,2892,Trà sữa trân châu,GrabFood,4,40000,160000
ORD06772,2026-02-24 19:19:00,Chi nhánh Quận 1,1415,Bánh mì chả lụa,GrabFood,2,20000,40000
ORD05327,2026-02-24 19:20:00,Chi nhánh Tân Bình,1387,Trà sữa trân châu,Mang đi,3,40000,120000
ORD07668,2026-02-24 19:24:00,Chi nhánh Gò Vấp,2963,Trà sữa trân châu,ShopeeFood,2,40000,80000
ORD08544,2026-02-24 19:27:00,Chi nhánh Quận 7,2474,Nước ép dưa hấu,ShopeeFood,1,45000,45000
ORD04469,2026-02-24 19:50:00,Chi nhánh Tân Bình,2339,Bạc xỉu,Dùng tại quán,2,25000,50000
ORD08864,2026-02-24 19:50:00,Chi nhánh Quận 7,2558,Cà phê sữa đá,GrabFood,3,25000,75000
ORD03573,2026-02-24 20:52:00,Chi nhánh Quận 1,1710,Bạc xỉu,Mang đi,4,25000,100000
ORD08964,2026-02-24 21:26:00,Chi nhánh Quận 7,1670,Cà phê sữa đá,GrabFood,2,25000,50000
ORD09631,2026-02-24 21:46:00,Chi nhánh Quận 1,1423,Nước ép dưa hấu,Dùng tại quán,2,45000,90000
ORD07469,2026-02-24 21:48:00,Chi nhánh Quận 1,2106,Cà phê sữa đá,Dùng tại quán,1,25000,25000
ORD02939,2026-02-24 21:54:00,Chi nhánh Tân Bình,1214,Nước ép dưa hấu,Dùng tại quán,1,45000,45000
ORD06639,2026-02-24 22:00:00,Chi nhánh Tân Bình,1098,Cà phê sữa đá,Dùng tại quán,3,25000,75000
ORD05026,2026-02-24 22:13:00,Chi nhánh Quận 7,1398,Bánh mì chả lụa,Dùng tại quán,1,20000,20000
ORD00225,2026-02-24 22:34:00,Chi nhánh Tân Bình,1287,Trà sữa trân châu,Mang đi,2,40000,80000
ORD01922,2026-02-24 22:36:00,Chi nhánh Quận 1,1988,Nước ép dưa hấu,GrabFood,2,45000,90000
ORD06161,2026-02-25 07:02:00,Chi nhánh Quận 1,2953,Bánh mì chả lụa,Mang đi,4,20000,80000
ORD01232,2026-02-25 07:06:00,Chi nhánh Quận 1,2785,Bạc xỉu,GrabFood,2,25000,50000
ORD00917,2026-02-25 07:34:00,Chi nhánh Quận 1,1727,Cà phê sữa đá,GrabFood,1,25000,25000
ORD04897,2026-02-25 08:12:00,Chi nhánh Quận 7,1070,Nước ép dưa hấu,GrabFood,2,45000,90000
ORD01964,2026-02-25 08:20:00,Chi nhánh Quận 7,1934,Trà sữa trân châu,GrabFood,2,40000,80000
ORD09853,2026-02-25 08:34:00,Chi nhánh Tân Bình,2996,Trà sữa trân châu,GrabFood,2,40000,80000
ORD08357,2026-02-25 08:38:00,Chi nhánh Quận 1,2968,Nước ép dưa hấu,Dùng tại quán,3,45000,135000
ORD07629,2026-02-25 09:16:00,Chi nhánh Quận 7,1416,Nước ép dưa hấu,Mang đi,4,45000,180000
ORD00008,2026-02-25 09:28:00,Chi nhánh Tân Bình,1538,Trà sữa trân châu,Dùng tại quán,2,40000,80000
ORD08117,2026-02-25 10:00:00,Chi nhánh Gò Vấp,1844,Cà phê sữa đá,Dùng tại quán,3,25000,75000
ORD01617,2026-02-25 10:18:00,Chi nhánh Quận 1,1710,Cà phê sữa đá,Mang đi,2,25000,50000
ORD05676,2026-02-25 10:19:00,Chi nhánh Gò Vấp,2965,Trà đào cam sả,ShopeeFood,3,35000,105000
ORD09435,2026-02-25 10:35:00,Chi nhánh Gò Vấp,1997,Trà sữa trân châu,ShopeeFood,4,40000,160000
ORD00626,2026-02-25 10:48:00,Chi nhánh Tân Bình,1918,Bạc xỉu,GrabFood,2,25000,50000
ORD05255,2026-02-25 10:58:00,Chi nhánh Gò Vấp,1772,Cà phê sữa đá,ShopeeFood,4,25000,100000
ORD06867,2026-02-25 11:04:00,Chi nhánh Quận 1,1173,Bạc xỉu,GrabFood,2,25000,50000
ORD02686,2026-02-25 11:51:00,Chi nhánh Gò Vấp,2351,Bạc xỉu,GrabFood,2,25000,50000
ORD00427,2026-02-25 12:30:00,Chi nhánh Tân Bình,1549,Trà đào cam sả,ShopeeFood,3,35000,105000
ORD05392,2026-02-25 12:40:00,Chi nhánh Quận 1,2549,Trà sữa trân châu,ShopeeFood,1,40000,40000
ORD08087,2026-02-25 12:44:00,Chi nhánh Gò Vấp,2680,Bánh mì chả lụa,ShopeeFood,4,20000,80000
ORD06020,2026-02-25 12:50:00,Chi nhánh Quận 1,2182,Bạc xỉu,Dùng tại quán,3,25000,75000
ORD00095,2026-02-25 12:58:00,Chi nhánh Tân Bình,1461,Bánh mì chả lụa,GrabFood,1,20000,20000
ORD00178,2026-02-25 13:20:00,Chi nhánh Quận 1,2304,Cà phê sữa đá,GrabFood,3,25000,75000
ORD00531,2026-02-25 13:22:00,Chi nhánh Tân Bình,2405,Bạc xỉu,GrabFood,4,25000,100000
ORD04155,2026-02-25 13:50:00,Chi nhánh Quận 7,1571,Trà đào cam sả,GrabFood,3,35000,105000
ORD07231,2026-02-25 14:22:00,Chi nhánh Quận 7,2120,Bạc xỉu,ShopeeFood,2,25000,50000
ORD01740,2026-02-25 14:25:00,Chi nhánh Tân Bình,1449,Bạc xỉu,ShopeeFood,3,25000,75000
ORD02530,2026-02-25 14:52:00,Chi nhánh Quận 7,1987,Nước ép dưa hấu,GrabFood,3,45000,135000
ORD06412,2026-02-25 15:02:00,Chi nhánh Tân Bình,2499,Bánh mì chả lụa,ShopeeFood,1,20000,20000
ORD00556,2026-02-25 16:05:00,Chi nhánh Quận 1,1543,Trà đào cam sả,Mang đi,2,35000,70000
ORD08479,2026-02-25 17:01:00,Chi nhánh Tân Bình,1281,Nước ép dưa hấu,Dùng tại quán,2,45000,90000
ORD00837,2026-02-25 17:07:00,Chi nhánh Quận 7,1320,Trà sữa trân châu,GrabFood,4,40000,160000
ORD04376,2026-02-25 17:24:00,Chi nhánh Tân Bình,2887,Cà phê sữa đá,Mang đi,4,25000,100000
